지역,등록번호,학원명,학원종류,분야구분,학원주소,우편번호,등록상태,설립자,일시수용능력인원,정원합계,교습과정,교습과목,정원,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,총교습비(시간당),경도,위도
경주시,223,영제피아노학원,학교교과교습학원,예능(대),"경상북도 경주시 승삼1길 4, (용강동, 화인프라자)",38090,개원,이순옥,35,49,음악,피아노중급,7,0,0,0,0,0,0,0,130000,5571,129.2294809,35.87682671
경주시,2025-11-21 0:00,월드이·미용기술학원,평생직업교육학원,종합(대),"경상북도 경주시 광중길 35, , 2층 (황성동)",38069,개원,배호,26,220,이·미용,쉽고빠른스피드아이롱펌,20,0,0,0,0,0,0,0,600000,50000,129.2238085,35.88114673
경주시,139,아인스학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 화전중앙길 31, (안강읍)",38019,개원,정인숙,40,80,보습,"영어,수학(고등)",5,0,0,0,0,0,0,0,0,0,129.2154749,35.99078873
경주시,2025-10-17 0:00,유레카영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효2길 23, , 2층 (충효동)",38061,개원,천준기,18,70,보습,초등영어A,8,0,0,0,0,0,0,0,198000,8486,129.1888241,35.84270776
경주시,2018-23,영재들의미술상자학원,학교교과교습학원,예능(대),"경상북도 경주시 현곡면 안현로 38, , 206호 (현곡면)",38051,개원,권연주,26,104,미술,미술중급,52,0,0,0,0,0,0,0,110000,5500,129.2035592,35.87083858
경주시,2011-27,엠탑수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 비화중로 41, (안강읍)",38019,개원,김봉섭,60,60,보습,초등수학,20,0,0,0,0,0,0,0,150000,8571,129.2187436,35.99149014
경주시,2022-15,용황지앤비패럴랙스학원,학교교과교습학원,종합(대),"경상북도 경주시 용황로 91-24, , 3층 (용강동)",38069,개원,주식회사 조은에듀,64,90,보습,초등수학,20,0,0,0,0,0,0,0,240000,8471,129.2285224,35.88351781
경주시,2005-21,엘렌해법영어수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로64번길 18, (황성동)",38078,개원,강명숙,40,60,음악,피아노,3,0,0,0,0,0,0,0,50000,0,129.2191339,35.86707926
경주시,2025-09-18 0:00,어반수채화미술학원,학교교과교습학원,예능(대),"경상북도 경주시 용담로92번길 42-3, , 2층 (황성동)",38084,개원,정숙희,20,60,미술,미술고급E,10,0,0,0,0,0,0,0,200000,9375,129.2144679,35.86736133
경주시,2025-06-15 0:00,에듀탑학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 원지길20번길 21, , 2층 (황성동)",38078,개원,김경희,25,57,보습,초등종합1,20,0,0,0,0,0,0,0,0,0,129.2196101,35.86648044
경주시,2020-27,용황조이잉글리시어학원,학교교과교습학원,국제화,"경상북도 경주시 용황로 87, , 2층 (용강동)",38069,개원,김민영,40,40,실용외국어(유아/초·중·고),파닉스(내외국인),10,0,0,0,0,0,0,0,220000,11000,129.2279954,35.88344982
경주시,2009-32,윤선생영어숲경주남부어학원,학교교과교습학원,국제화,"경상북도 경주시 현곡면 안현로 58, (현곡면)",38051,개원,김진이,45,125,실용외국어(유아/초·중·고),초등영어3~4(AB단계),25,0,0,0,0,0,0,0,190000,8143,129.2049233,35.87172767
경주시,2023-32,윤선생영어숲경주학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로27번길 7, ,3층(황성동)",38084,개원,남현정,78,0,보습,초등영어B,20,0,0,0,0,0,0,0,0,0,129.2138348,35.86585979
경주시,2025-06-03 0:00,양남청담학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 양남면 동해안로 608, , 2층 (양남면)",38219,개원,한경희,60,80,보습,초등영어,20,0,0,0,0,0,0,0,170000,8500,129.4734994,35.69668434
경주시,2025-09-21 0:00,용황송림학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 현진앞2길 16, , 2층 (황성동)",38069,개원,이채영,24,36,보습,"중등종합(국,사,과)",8,0,0,0,0,0,0,0,250000,8333,129.2226674,35.8839622
경주시,2017-17,유현학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 양정로290번길 14, , 2층 (동천동)",38099,개원,김유리,32,65,보습,뮤엠영어green(초),5,0,0,0,0,0,0,0,200000,8571,129.2255762,35.85843409
경주시,2020-17,용황성균관학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 16-14, , 2층 (용강동)",38069,개원,이철호,38,140,보습,중등영어B,10,0,0,0,0,0,0,0,250000,10714,129.229118,35.88402713
경주시,2025-03-09 0:00,온뷰티미용학원,평생직업교육학원,직업기술,"경상북도 경주시 중앙로48번길 8, , 2층 (노동동)",38154,개원,이소영,40,180,이·미용,퍼스널컬러네일,10,0,0,0,0,0,0,0,550000,55000,129.2123938,35.84407425
경주시,2020-20,이아이이경주용황어학원,학교교과교습학원,종합(대),"경상북도 경주시 용황구획4길 41, , 2층 (용강동, CM빌딩)",38069,개원,김수연,145,72,보습,영어(고등A),8,0,0,0,0,0,0,0,0,0,129.2279119,35.88306212
경주시,2017-29,엠베스트SE공부학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로15번길 7, , 2층 (황성동)",38084,개원,임신균,30,145,보습,초등수학,15,0,0,0,0,0,0,0,160000,8000,129.2130286,35.86491889
경주시,2021-18,이야기뜰하브루타독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 16-32, , 2층 (용강동)",38069,개원,박원은,25,41,보습·논술,독서지도1(초등),8,0,0,0,0,0,0,0,100000,10000,129.2294293,35.88389484
경주시,2017-19,유클리드수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용담로104번길 29-12, , 2층 (황성동)",38082,개원,이재찬,40,160,보습,수학(고),55,0,0,0,0,0,0,0,350000,11667,129.2110497,35.86714457
경주시,2019-13,엠스(EMS)학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 구부랑4길 10-10, , 2층 (안강읍)",38011,개원,이지흥,50,26,보습,초등수학,6,0,0,0,0,0,0,0,150000,8654,129.1961769,36.00289154
경주시,2025-07-24 0:00,유앤미스터디우리학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황구획4길 35, , 301호(용강동)",38069,개원,유정애,78,270,보습,"초등(국,수,사,과)",30,0,0,0,0,0,0,0,200000,9836,129.2271976,35.88311412
경주시,2017-18,웅진씽크빅학습센터용황학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 14, , 4층 (용강동)",38069,개원,(주)웅진씽크빅,39,72,보습,초등단과,8,0,0,0,0,0,0,0,35000,8750,129.2285854,35.88420684
경주시,2014-24,엘림학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 구부랑4길 6-13, , 2층 (안강읍)",38011,개원,손창순,146,50,보습,초등영어,10,0,0,0,0,0,0,0,150000,7500,129.1964568,36.00317592
경주시,2011-23,이보영의토킹클럽충효어학원,학교교과교습학원,국제화,"경상북도 경주시 충효녹지길 44-20, , 2층 (충효동)",38061,개원,이남희,110,40,실용외국어(유아/초·중·고),초등영어(내외국인),8,0,0,0,0,0,0,0,194000,11640,129.1864976,35.84265574
경주시,482,유림학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용담로116번길 7, , 3층 (황성동)",38082,개원,이쌍순,86,100,보습,초등종합,25,0,0,0,0,0,0,0,250000,10000,129.2093848,35.86560014
경주시,2018-42,일등급레벨업학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 16-4, , 2층 202호(용강동)",38069,개원,김미화,116,40,보습,초등전과목,10,0,0,0,0,0,0,0,200000,10000,129.2287564,35.88437453
경주시,2012-15,일등입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 24, (황성동)",38086,개원,박혜림,50,100,보습,중등국어,20,0,0,0,0,0,0,0,250000,10417,129.2143149,35.86521884
경주시,2004-61,와이즈만영재학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로28번길 12, , 2층 (황성동)",38086,개원,최인찬,152,200,보습,중등수학,20,0,0,0,0,0,0,0,185000,10673,129.2153643,35.86492924
경주시,149,육영학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 북문로 30, , 2층 (성건동, 융용빌딩)",38142,개원,신영철,100,360,보습,"초등(국어.영어.수학,과학)",180,0,0,0,0,0,0,0,150000,5625,129.2059106,35.84982329
경주시,2025-10-16 0:00,외동기술전문학원,평생직업교육학원,종합(대),"경상북도 경주시 외동읍 관문로 1095-6, (외동읍)",38206,개원,오미숙,35,190,기계,건설기계운전(지게차),60,0,0,0,0,0,0,0,550000,27500,129.3032375,35.67373298
경주시,2023-17,이미래피아노학원,학교교과교습학원,예능(대),"경상북도 경주시 현곡면 용담로 538-7, , 2층 (현곡면)",38048,개원,이미래,11,30,음악,피아노고급B,10,0,0,0,0,0,0,0,140000,7500,129.1745806,35.88978872
경주시,2009-42,이룸학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 외동읍 입실로1길 80, (외동읍)",38213,개원,최현규,60,70,보습,초등영어,15,0,0,0,0,0,0,0,180000,6000,129.325914,35.71597797
경주시,225,올리브학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로28번길 6-1, , 2층 (황성동)",38086,개원,금재순,60,206,보습,국어(고),20,0,0,0,0,0,0,0,410000,11389,129.2148367,35.86511866
경주시,2025-12-12 0:00,윤선생영어숲충효학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효중앙길 23, (충효동)",38061,개원,남현정,50,110,보습,영어(중등),25,0,0,0,0,0,0,0,220000,6600,129.1881319,35.84212908
경주시,2014-25,장상익수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 21-3, , 2층 (황성동)",38084,개원,장상익,25,40,보습,고등과학,10,0,0,0,0,0,0,0,300000,10000,129.213731,35.86522872
경주시,2023-14,원석수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 22-1, , 3층 (황성동)",38086,개원,양원석,20,30,보습,초등수학,10,0,0,0,0,0,0,0,150000,9375,129.2142119,35.86514008
경주시,2016-13,자하연학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효녹지길 132, , 2층 (충효동)",38060,개원,김정호,40,50,보습,초등영어,25,0,0,0,0,0,0,0,100000,5000,129.1769135,35.8447594
경주시,2010-32,이화샘피아노학원,학교교과교습학원,예능(대),"경상북도 경주시 현곡면 안현로 54-11, (현곡면)",38051,개원,조정애,15,45,음악,피아노초급,15,0,0,0,0,0,0,0,120000,5143,129.2057342,35.87124637
경주시,2007-13,이보영의토킹클럽황성어학원,학교교과교습학원,국제화,"경상북도 경주시 황성로 34-4, , 3층 (황성동)",38085,개원,손진주,50,49,실용외국어(유아/초·중·고),영어A(레벨1),10,0,0,0,0,0,0,0,0,0,129.215008,35.86590746
경주시,2021-17,위드(With)푸르넷학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로16번길 24, , 201호 (황성동, 기정황성상가)",38086,개원,김란희,11,60,보습,초등전과목,10,0,0,0,0,0,0,0,150000,6923,129.2156669,35.8634609
경주시,2025-02-24 0:00,워싱턴경주어학원,학교교과교습학원,국제화,"경상북도 경주시 용황로 74, , 4층(용강동)",38069,개원,성한용,76,24,실용외국어(유아/초·중·고),영어A(내국인),8,0,0,0,0,0,0,0,0,0,129.2262835,35.88305021
경주시,2025-03-07 0:00,이클래스학원,학교교과교습학원,종합(대),"경상북도 경주시 안강읍 구부랑4길 10-8, , 2-3층 (안강읍)",38011,개원,천현숙,60,170,보습,중등영어,20,0,0,0,0,0,0,0,150000,7500,129.1961578,36.00269427
경주시,2018-24,이윤미피아노학원,학교교과교습학원,예능(대),"경상북도 경주시 현곡면 안현로 38, , 207호 (현곡면)",38051,개원,이윤미,23,69,음악,피아노중급,23,0,0,0,0,0,0,0,140000,5250,129.2035592,35.87083858
경주시,2025-07-03 0:00,이영민컴퓨터스쿨학원,평생직업교육학원,직업기술,"경상북도 경주시 안강읍 비화중로3길 3, (안강읍)",38021,개원,이영민,30,390,음악,피아노,1,0,0,0,0,0,0,0,50000,0,129.2190972,35.99095591
경주시,2015-22,조이잉글리시어학원,학교교과교습학원,국제화,"경상북도 경주시 용담로116번길 34, , 2층 (황성동)",38082,개원,박창희,40,40,실용외국어(유아/초·중·고),베이직(내외국인),10,0,0,0,0,0,0,0,240000,12000,129.2111759,35.86737006
경주시,2009-31,윤선생IGSE경주황성공원어학원,학교교과교습학원,국제화,"경상북도 경주시 소금강로25번길 12, , 2층 (용강동)",38096,개원,김진이,51,125,실용외국어(유아/초·중·고),초등영어3~4(AB단계),25,0,0,0,0,0,0,0,190000,8143,129.2232076,35.86083878
경주시,2010-20,윤선생영어숲경주용강학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 다불로 11, (용강동)",38090,개원,최장희,42,44,보습,예비중학영어A,14,0,0,0,0,0,0,0,190000,6333,129.2286173,35.87682804
경주시,2025-04-19 0:00,잉글리쉬인유영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 8, , 미르빌딩 2층, 3층 (용강동)",38069,개원,최상욱,24,72,보습,중등영어,24,0,0,0,0,0,0,0,300000,10000,129.2283232,35.88386453
경주시,2005-63,이화어학원,학교교과교습학원,국제화,"경상북도 경주시 탈해로5번길 6-5, , 상가 3층 (동천동, 삼성아파트)",38111,개원,이화순,70,30,실용외국어(유아/초·중·고),영어(내국인),10,0,0,0,0,0,0,0,150000,9000,129.227972,35.84731749
경주시,479,제일외국어학원,학교교과교습학원,종합(대),"경상북도 경주시 안강읍 안강중앙로 188, (안강읍)",38020,개원,이혜숙,120,90,보습,초등종합,10,0,0,0,0,0,0,0,200000,6667,129.2205439,35.99269925
경주시,2019-20,윤미술학원,학교교과교습학원,예능(대),"경상북도 경주시 용황로 48, , 2층 (황성동)",38069,개원,김혜정,40,140,미술,입시미술1,20,0,0,0,0,0,0,0,300000,7143,129.2233203,35.88258253
경주시,2025-11-15 0:00,임지희국어김훈영어신홍기수학안정재과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 5, , 3층 (황성동)",38084,개원,김훈,20,32,보습,영어(고),4,0,0,0,0,0,0,0,350000,9841,129.2130229,35.86406636
경주시,2022-20,임은진수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 35-5, , 2층 (황성동)",38084,개원,임은진,45,80,보습,중등수학2,20,0,0,0,0,0,0,0,0,0,129.2144755,35.86674397
경주시,2025-03-23 0:00,차근차근차곡차곡학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로 86, , 3층 (용강동)",38069,개원,고은숙,40,114,보습,고등수학2,15,0,0,0,0,0,0,0,400000,11111,129.2274611,35.88317057
경주시,2011-20,일품영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용담로104번길 29-2, , 3층 (황성동)",38082,개원,김미영,30,70,보습,영어(고),10,0,0,0,0,0,0,0,300000,11538,129.2119587,35.86692074
경주시,2025-05-23 0:00,이상호수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황구획4길 35, , 201호 (용강동)",38069,개원,이상호,12,40,보습,중등수학,20,0,0,0,0,0,0,0,350000,10606,129.2271976,35.88311412
경주시,2017-16,이앤엠영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 유림로 36-14, , 5층 (황성동)",38080,개원,송영일,32,160,보습,영어(초등),26,0,0,0,0,0,0,0,270000,8438,129.2140384,35.87132125
경주시,2025-06-23 0:00,제니스영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로 91-34, , 2층 (용강동)",38069,개원,김민정,20,100,보습,초등영어A,20,0,0,0,0,0,0,0,140000,10000,129.2289089,35.88400866
경주시,2025-12-01 0:00,이상무기타음악학원,학교교과교습학원,예능(대),"경상북도 경주시 유림로 44-6, (황성동, 청소년문화센터)",38080,개원,이상무,8,32,음악,기타(실용음악),32,0,0,0,0,0,0,0,120000,7200,129.2157355,35.8702563
경주시,2025-03-19 0:00,재능스스로학습센터경주용황직영학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로 87, , 3층 (용강동)",38069,개원,(주)재능교육,51,200,보습,실과,10,0,0,0,0,0,0,0,35000,6562,129.2279954,35.88344982
경주시,2002-38,잉글리시아이산대어학원,학교교과교습학원,국제화,"경상북도 경주시 안강읍 구부랑4길 10-11, , 1층, 2층 (안강읍)",38011,개원,황미영,134,84,실용외국어(유아/초·중·고),영어초급A(내국인),16,0,0,0,0,0,0,0,150000,9000,129.1960186,36.00309061
경주시,2007-25,지앤비금장영어학원,학교교과교습학원,국제화,"경상북도 경주시 현곡면 안현로 9, (현곡면)",38051,개원,황서완,70,90,실용외국어(유아/초·중·고),초등영어,30,0,0,0,0,0,0,0,205000,12300,129.2022862,35.86837337
경주시,2008-14,정안미술학원,학교교과교습학원,예능(대),"경상북도 경주시 현곡면 안현로 68-3, , 202호 (현곡면)",38051,개원,김현미,30,30,미술,회화(초급),15,0,0,0,0,0,0,0,60000,3600,129.2060667,35.8721498
경주시,2018-18,최상위키즈수학과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로10길 14, , 201호 (용강동)",38069,개원,정민균,87,48,보습,초등수학1,8,0,0,0,0,0,0,0,80000,8571,129.2285854,35.88420684
경주시,2004-62,장실용음악학원,평생직업교육학원,기예(대),"경상북도 경주시 황성로 7, , 3층 (황성동)",38084,개원,이정훈,96,130,실용음악(성악),드럼,10,0,0,0,0,0,0,0,150000,37500,129.2131874,35.86427045
경주시,2023-28,일등급수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로64번길 36, ,2층(황성동)",38078,개원,조선영,78,50,보습,초등수학1,10,0,0,0,0,0,0,0,0,0,129.2210336,35.86652814
경주시,2012-21,인아트피아노미술학원,학교교과교습학원,종합(대),"경상북도 경주시 용담로92번길 51, (황성동)",38084,개원,김성혜,40,180,미술,미술고급4,15,0,0,0,0,0,0,0,70000,9906,129.2141926,35.86776469
경주시,2025-09-08 0:00,인성회계캐드직업전문학원,평생직업교육학원,종합(대),"경상북도 경주시 화랑로 135, , 3층 (성동동)",38146,개원,김선경,100,340,전산회계,생산정보시스템-ERP생산물류재무관리양성과정,25,0,0,0,0,0,0,0,2700000,5625,129.2156986,35.84484327
경주시,2005-67,종로초등학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 59, , 3층 (황성동)",38080,개원,김수경,85,53,보습,단과(초),10,0,0,0,0,0,0,0,170000,8500,129.2169862,35.86742984
경주시,2025-04-11 0:00,즐거운이샘영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 현곡면 안현로 58, (현곡면)",38051,자진휴원(소),이민정,40,40,보습,중등영어,5,0,0,0,0,0,0,0,250000,10830,129.2049233,35.87172767
경주시,2025-07-22 0:00,제이앤에스어학원,학교교과교습학원,국제화,"경상북도 경주시 금성로 383, , 2층 (성건동, 대원빌딩)",38134,개원,박정웅,73,72,실용외국어(유아/초·중·고),러시아어1,12,0,0,0,0,0,0,0,150000,11250,129.2066159,35.85185088
경주시,2023-33,조이잉글리시엘리트어학원,학교교과교습학원,국제화,"경상북도 경주시 용담로 104, 35, 3층(황성동)",38084,개원,(주)조이프랜즈,76,45,실용외국어(유아/초·중·고),파닉스(내외국인),15,0,0,0,0,0,0,0,0,0,129.2108247,35.86462648
경주시,2025-06-16 0:00,타임스영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용담로92번길 42-4, , 3층 (황성동)",38084,개원,김지은,96,100,보습,중등보습단과,30,0,0,0,0,0,0,0,300000,9091,129.2144547,35.8670941
경주시,2011-18,청림학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 건천읍 단석로 2037-2, (건천읍)",38178,개원,김건수,38,42,보습,초등수학,12,0,0,0,0,0,0,0,140000,7000,129.1049431,35.85054526
경주시,2023-18,좋은학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 건천읍 내서로 1096, , 201호 (건천읍)",38178,개원,이명애,95,45,보습,초등영어1,9,0,0,0,0,0,0,0,140000,7778,129.1017369,35.85068739
경주시,2002-15,장덕헌입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 구부랑길 50-7, (안강읍)",38011,개원,장덕헌,50,40,보습,중등영어,10,0,0,0,0,0,0,0,200000,6667,129.1975718,36.00192325
경주시,2009-47,잉글리시아이충효학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효중앙길 22, (충효동)",38061,개원,이순영,20,14,보습,초등영어A,7,0,0,0,0,0,0,0,140000,7000,129.1884801,35.84224922
경주시,2021-32,지구별아카데미학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 원화로 386-11, , 3층, 4층 (동천동)",38104,개원,(주)말하기세상,20,280,보습,중등영어,20,0,0,0,0,0,0,0,210000,10500,129.2191255,35.85434259
경주시,2025-11-23 0:00,잉글리시아이영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로27번길 3, , 2층 (황성동)",38084,개원,이명준,25,40,보습,초등영어,20,0,0,0,0,0,0,0,160000,9600,129.2141051,35.865689
경주시,2025-03-18 0:00,책나무황성독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로64번길 26, , 2층 (황성동)",38078,개원,김민정,40,260,보습,책나무독서1,20,0,0,0,0,0,0,0,100000,10000,129.2199491,35.86685663
경주시,2025-11-22 0:00,채움학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 비화원로 113, (안강읍)",38021,개원,이지안,40,60,보습,초등수학,20,0,0,0,0,0,0,0,170000,8500,129.2198845,35.99120811
경주시,2010-29,"창,아미술학원",학교교과교습학원,예능(대),"경상북도 경주시 안강읍 구부랑두림길 170-6, (안강읍)",38011,개원,임영심,30,210,미술,미술중급1,30,0,0,0,0,0,0,0,130000,7091,129.1982657,36.00221735
경주시,453,푸르넷프렌즈초등중등A급학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 다불로 11, , 2층 (용강동)",38090,개원,백경애,120,64,보습,초등전과목2,8,0,0,0,0,0,0,0,150000,6429,129.2286173,35.87682804
경주시,2021-23,책나무용황독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용황로 91-2, , 3층 (용강동)",38069,개원,박수임,94,128,보습·논술,독서논술초등1,16,0,0,0,0,0,0,0,150000,7500,129.2283222,35.88328984
경주시,2018-25,클로리스꽃예술전문학원,평생직업교육학원,기예(대),"경상북도 경주시 황성로 35-3, , 광림프라자 501호 (황성동)",38084,개원,김수영,20,280,"공예(종이접기,꽃꽂이,꽃기예)",플로리스트양성초급,10,0,0,0,0,0,0,0,720000,60000,129.2144617,35.86611952
경주시,2018-41,조이스즈끼바이올린학원,학교교과교습학원,예능(대),"경상북도 경주시 용황로10길 14, , 3층 (용강동)",38069,개원,차수린,29,60,음악,바이올린중급A,10,0,0,0,0,0,0,0,150000,5294,129.2285854,35.88420684
경주시,328,제일고시학원,평생직업교육학원,인문사회(대),"경상북도 경주시 화랑로 109-1, (동부동)",38145,자진휴원(소),손정호,90,90,성인고시,성인고시,90,0,0,0,0,0,0,0,260000,3467,129.2129205,35.8447814
경주시,332,책상가득진리입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효중앙길 15, (충효동)",38062,개원,성혜정,77,100,보습,초등영어,15,0,0,0,0,0,0,0,140000,8400,129.1888609,35.84187421
경주시,2020-15,제이에이치(JH)영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 용담로104번길 37, , 2층 (황성동)",38082,개원,엄주희,20,24,보습,영어(초등),8,0,0,0,0,0,0,0,220000,8250,129.2124356,35.86735772
경주시,2025-09-22 0:00,컨템포미술학원,학교교과교습학원,예능(대),"경상북도 경주시 용담로 28-1, , 2층 (황성동)",38087,개원,손광목,9,70,미술,입시미술3,6,0,0,0,0,0,0,0,450000,12500,129.2181198,35.86176301
경주시,2005-81,충효금터학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효1길 23, , 3층 (충효동)",38062,개원,(주)금터입시학원,80,140,보습,초등종합,20,0,0,0,0,0,0,0,0,0,129.1904302,35.84161195
경주시,274,최정은피아노음악학원,학교교과교습학원,예능(대),"경상북도 경주시 용담로92번길 48, , 2층 (황성동)",38084,개원,최정은,30,18,음악,피아노고급,1,0,0,0,0,0,0,0,160000,8000,129.2143505,35.86755076
경주시,2018-15,한솔영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 화전중앙길 31, , 2층 (안강읍)",38019,개원,김병철,72,90,보습,영어(초등),10,0,0,0,0,0,0,0,0,0,129.2154749,35.99078873
경주시,2009-30,진(Jin)학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 21-14, , 2층 (황성동)",38084,개원,박이진,25,20,입시,중등수학,10,0,0,0,0,0,0,0,300000,8333,129.2136683,35.86547212
경주시,2012-25,지능숲수학전문학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로64번길 30-5, (황성동)",38078,개원,김현숙,50,60,보습,중등수학,10,0,0,0,0,0,0,0,250000,10417,129.2204885,35.866593
경주시,2025-06-10 0:00,충효올림학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효중앙길 60-1, , 2층 (충효동)",38061,개원,김재유,20,80,보습,"초등(국,영,수,사,과)",10,0,0,0,0,0,0,0,300000,6818,129.1843765,35.84356285
경주시,2025-08-24 0:00,코딩교실학원,학교교과교습학원,정보,"경상북도 경주시 광중길 63, ,301호(황성동)",38069,개원,김현정,44,50,정보,초등코등A,10,0,0,0,0,0,0,0,90000,10000,129.2239731,35.88381054
경주시,2025-12-22 0:00,푸르넷열린학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 현곡면 용담로 548-16, , 2층 (현곡면)",38048,개원,김윤미,26,70,보습,초등영어,10,0,0,0,0,0,0,0,130000,7800,129.1745683,35.89029308
경주시,2020-22,태샘수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 황성로 33, , 3층 (황성동)",38084,개원,천경태,27,20,보습,초등수학,4,0,0,0,0,0,0,0,250000,7813,129.2146903,35.86601874
경주시,2025-12-19 0:00,톡잉글리쉬어학원,학교교과교습학원,국제화,"경상북도 경주시 용담로116번길 43, , 2층 (황성동)",38082,개원,정우영,21,56,실용외국어(유아/초·중·고),A2(내외국인),8,0,0,0,0,0,0,0,240000,11613,129.2114815,35.86821599
경주시,2025-09-15 0:00,지금공부학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 구부랑길 65, ,2층",38011,개원,이은기,105,90,보습,중등종합,10,0,0,0,0,0,0,0,370000,12333,129.196996,36.00330822
경주시,2007-42,청어람입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 충효녹지길 62-6, (충효동)",38061,개원,변원우,28,20,보습,중등종합,10,0,0,0,0,0,0,0,400000,6667,129.1844182,35.84295869
경주시,2025-12-02 0:00,통문장영어김해정학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경주시 안강읍 화전중앙길 14-2, (안강읍, 우성한빛타운1차)",38018,개원,김하윤,46,60,보습,초등수학,10,0,0,0,0,0,0,0,160000,8000,129.2154724,35.99251297
경주시,179,화인아트미술학원,학교교과교습학원,예능(대),"경상북도 경주시 안강읍 안강중앙로 199, , 2층 (안강읍)",38009,개원,이수경,50,110,미술,미술유치부,20,0,0,0,0,0,0,0,90000,4909,129.2219609,35.99277717
